Country;Year;Mental disorders;% Eating disorders;% Anxiety disorders;% Drug disorders;% Depressive disorders;%HappyPeople;Annual working hours per worker;Depressive disorders;Physical Activity;Drug use;Smoking;Life satisfaction;Productivity per hour worked;Continent;Paid work;Shopping;Personal care;Sports;Seeing friends;TV and Radio;Other leisure activities;Income
Tajikistan;1964;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1963;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1962;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1961;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1960;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1959;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1958;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1957;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1956;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1955;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1954;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1953;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1952;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1951;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1950;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1949;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1948;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1947;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1946;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1945;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1944;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1943;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1942;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1941;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1940;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1939;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1938;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1937;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1936;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1935;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1934;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1933;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1932;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1931;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1930;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1929;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1928;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1927;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1926;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1925;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1924;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1923;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1922;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1921;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1920;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1919;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1918;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1917;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1916;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1915;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1914;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1913;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1912;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1911;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1909;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1908;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1907;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1906;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1905;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1904;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1903;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1902;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1901;;;;;;;;;;;;;;Asia;;;;;;;;
Tajikistan;1900;;;;;;;;;;;;;;Asia;;;;;;;;
Ukraine;2020;;;;;;;;;;;;0.0508409976959229;;Europe;;;;;;;;3540.0
Ukraine;1989;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1988;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1987;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1986;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1985;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1984;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1983;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1982;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1981;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1980;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1979;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1978;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1977;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1976;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1975;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1974;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1973;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1972;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1971;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1970;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1969;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1968;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1967;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1966;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1965;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1964;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1963;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1962;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1961;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1960;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1959;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1958;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1957;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1956;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1955;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1954;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1953;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1952;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1951;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1950;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1949;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1948;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1947;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1946;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1945;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1944;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1943;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1942;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1941;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1940;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1939;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1938;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1937;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1936;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1935;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1934;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1933;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1932;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1931;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1930;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1929;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1928;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1927;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1926;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1925;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1924;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1923;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1922;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1921;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1920;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1919;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1918;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1917;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1916;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1915;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1914;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1913;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1912;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1911;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1909;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1908;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1907;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1906;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1905;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1904;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1903;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1902;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1901;;;;;;;;;;;;;;Europe;;;;;;;;
Ukraine;1900;;;;;;;;;;;;;;Europe;;;;;;;;
Kyrgyzstan;2020;;;;;;;;;;;;0.0582849979400635;;Asia;;;;;;;;
Kyrgyzstan;1989;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1988;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1987;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1986;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1985;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1984;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1983;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1982;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1981;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1980;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1979;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1978;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1977;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1976;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1975;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1974;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1973;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1972;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1971;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1970;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1969;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1968;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1967;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1966;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1965;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1964;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1963;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1962;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1961;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1960;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1959;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1958;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1957;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1956;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1955;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1954;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1953;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1952;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1951;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1950;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1949;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1948;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1947;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1946;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1945;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1944;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1943;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1942;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1941;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1940;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1939;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1938;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1937;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1936;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1935;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1934;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1933;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1932;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1931;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1930;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1929;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1928;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1927;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1926;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1925;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1924;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1923;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1922;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1921;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1920;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1919;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1918;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1917;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1916;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1915;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1914;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1913;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1912;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1911;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1909;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1908;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1907;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1906;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1905;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1904;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1903;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1902;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1901;;;;;;;;;;;;;;Asia;;;;;;;;
Kyrgyzstan;1900;;;;;;;;;;;;;;Asia;;;;;;;;
Latvia;2020;;;;;;;;;;;;0.0618039989471436;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1989;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1988;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1987;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1986;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1985;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1984;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1983;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1982;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1981;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1980;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1979;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1978;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1977;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1976;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1975;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1974;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1973;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1972;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1971;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1970;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1969;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1968;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1967;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1966;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1965;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1964;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1963;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1962;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1961;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1960;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1959;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1958;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1957;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1956;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1955;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1954;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1953;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1952;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1951;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1950;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1949;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1948;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1947;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1946;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1945;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1944;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1943;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1942;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1941;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1940;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1939;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1938;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1937;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1936;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1935;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1934;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1933;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1932;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1931;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1930;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1929;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1928;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1927;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1926;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1925;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
